@attribute SRC_ADD string
@attribute DES_ADD string
@attribute PKT_ID numeric
@attribute FROM_NODE numeric
@attribute TO_NODE numeric
@attribute PKT_TYPE {tcp,ack,cbr,ping}
@attribute PKT_SIZE numeric
@attribute FLAGS {-------,---A---}
@attribute FID numeric
@attribute SEQ_NUMBER numeric
@attribute NUMBER_OF_PKT numeric
@attribute NUMBER_OF_BYTE numeric
@attribute NODE_NAME_FROM {Switch1,Router,server1,router,clien-4,client-2,Switch2,client-5,clien-9,clien-2,clien-1,clien-14,clien-5,clien-11,clien-13,clien-0,switch1,client-4,clienthttp,clien-7,clien-19,client-14,clien-12,clien-8,clien-15,webserverlistin,client-18,client-1,switch2,clien-6,client-10,client-7,webcache,clien-10,client-15,clien-3,client-17,client-16,clien-17,clien-18,client-12,client-8,client-0,clien-16,client-13,client-11,client-6,client-3,client-9,client-19,http_client}
@attribute NODE_NAME_TO {Router,server1,Switch2,Switch1,clien-1,clien-5,clien-7,switch1,clien-11,clien-15,clien-13,clien-3,clien-9,clien-6,router,clien-4,clien-14,switch2,clien-8,clienthttp,webcache,clien-10,clien-12,webserverlistin,clien-0,clien-2,http_client,client-13,client-9,client-1,client-19,client-4,client-17,client-7,client-3,client-12,client-2,clien-18,client-16,clien-17,client-0,clien-16,client-18,client-5,client-11,client-14,client-8,client-6,client-10,clien-19,client-15}
@attribute PKT_IN numeric
@attribute PKT_OUT numeric
@attribute PKT_R numeric
@attribute PKT_DELAY_NODE numeric
@attribute PKT_RATE numeric
@attribute BYTE_RATE numeric
@attribute PKT_AVG_SIZE numeric
@attribute UTILIZATION numeric
@attribute PKT_DELAY numeric
@attribute PKT_SEND_TIME numeric
@attribute PKT_RESEVED_TIME numeric
@attribute FIRST_PKT_SENT numeric
@attribute LAST_PKT_RESEVED numeric
@attribute PKT_CLASS {Normal,UDP-Flood,Smurf,SIDDOS,HTTP-FLOOD}

@data
11,24.11,561575,11,22,tcp,1540,-------,12,15674,16103,24798600,clien-11,Switch2,48.703547,48.703547,48.71367,0,328.522879,505925,1540,0.236498,0,48.703547,48.733917,1,50.016373,Normal
14.1,24.34,337990,14,22,cbr,1000,-------,35,819,6250,6250000,clien-14,Switch2,31.552,31.552,31.56208,0,124.942626,124943,1000,0.059605,0.000754,31.552,31.582994,25,75.02296,Normal
17.1,24.37,466049,22,23,cbr,1000,-------,38,2047,6250,6250000,Switch2,Router,41.38608,41.38656,41.39664,0.00048,124.941427,124941,1000,0.059605,0.001039,41.376,41.407279,25,75.02344,Normal
19,24.21,26804,22,23,tcp,49324,-------,0,-1,210,10358040,switch2,router,26.015243,26.062428,26.077671,0.047185,22.967447,1132846.33597,49324,0.098782,0.145262,26,26.145262,0,9.143376,HTTP-FLOOD
14,24.14,232735,14,22,tcp,1540,-------,15,7268,16103,24798600,clien-14,Switch2,23.128734,23.128734,23.138858,0,328.431807,505785,1540,0.236498,0,23.128734,23.159104,1,50.029965,Normal
24.7,7,64380,24,23,ping,64,-------,0,-1,210,13440,server1,router,61.108642,61.108642,61.118647,0,23.255775,1488.37,64,0.000128,0.030015,61.108642,61.138657,0.108642,9.138657,Normal
2,24.2,543686,23,24,tcp,1540,-------,3,15213,16091,24780100,Router,server1,47.351139,47.351139,47.361263,0,328.26404,505526,1540,0.236321,0,47.330893,47.361263,1,50.018467,Normal
24.3,3,334511,24,23,ack,55,-------,4,9937,16091,885005,server1,Router,31.284498,31.284498,31.294502,0,328.241051,18053.3,55,0.00844,0,31.284498,31.314508,1.030029,50.051929,Normal
12.1,24.32,313478,12,22,cbr,1000,-------,33,584,6250,6250000,clien-12,Switch2,29.672,29.672,29.68208,0,124.943426,124943,1000,0.059605,0.000474,29.672,29.702714,25,75.02264,Normal
0.1,24.2,601856,21,23,cbr,1000,-------,21,4277,6250,6250000,Switch1,Router,59.22608,59.22608,59.23616,0,124.944425,124944,1000,0.059605,0,59.216,59.24624,25,75.02224,Normal
16.1,24.36,548031,16,22,cbr,1000,-------,37,2833,6250,6250000,clien-16,Switch2,47.664,47.664,47.67408,0,124.941827,124942,1000,0.059605,0.001058,47.664,47.695298,25,75.02328,Normal
24.4,4,428675,24,23,ack,55,-------,5,12307,16091,885005,server1,Router,38.510226,38.510226,38.520229,0,328.218006,18052,55,0.00844,0,38.510226,38.540235,1.030035,50.055377,Normal
24.3,3,11040,21,3,ack,55,-------,4,331,16091,885005,Switch1,clien-3,2.26684,2.26684,2.276843,0,328.241051,18053.3,55,0.00844,0,2.246834,2.276843,1.030029,50.051929,Normal
14,24.14,8822,14,22,tcp,1540,-------,15,272,16103,24798600,clien-14,Switch2,2.03853,2.03853,2.048653,0,328.431807,505785,1540,0.236498,0,2.03853,2.068899,1,50.029965,Normal
1,24.1,109346,21,23,tcp,1540,-------,2,3414,16091,24780100,Switch1,Router,11.519686,11.519686,11.52981,0,328.297855,505578,1540,0.236321,0,11.509563,11.539933,1,50.013418,Normal
1,24.1,180794,23,24,tcp,1540,-------,2,5645,16091,24780100,Router,server1,18.259297,18.259297,18.26942,0,328.297855,505578,1540,0.236321,0,18.239051,18.26942,1,50.013418,Normal
24.2,2,264615,23,21,ack,55,-------,3,8180,16091,885005,Router,Switch1,25.932618,25.932618,25.942621,0,328.26412,18054.5,55,0.00844,0,25.922614,25.952624,1.030022,50.048477,Normal
11,24.11,157636,22,23,tcp,1540,-------,12,4929,16103,24798600,Switch2,Router,16.067595,16.067595,16.077718,0,328.522879,505925,1540,0.236498,0,16.057472,16.087842,1,50.016373,Normal
24.14,14,517386,22,14,ack,55,-------,15,14550,16103,885665,Switch2,clien-14,45.33424,45.33424,45.344243,0,328.432001,18063.8,55,0.008446,0,45.314234,45.344243,1.030038,50.059974,Normal
18.1,24.38,269583,23,24,cbr,1000,-------,39,163,6250,6250000,Router,server1,26.3248,26.325552,26.335632,0.000752,124.941028,124941,1000,0.059605,0.001392,26.304,26.335632,25,75.0236,Normal
24.1,10,157933,22,10,ack,55,-------,11,4927,16103,885665,Switch2,clien-10,16.104844,16.104844,16.114847,0,328.561918,18070.9,55,0.008446,0,16.084837,16.114847,1.030013,50.040562,Normal
14.1,24.34,532375,23,24,cbr,1000,-------,35,2683,6250,6250000,Router,server1,46.48448,46.484858,46.494938,0.000378,124.942626,124943,1000,0.059605,0.000698,46.464,46.494938,25,75.02296,Normal
7,24.7,217295,23,24,tcp,1540,-------,8,6780,16090,24778600,Router,server1,21.692734,21.692734,21.702858,0,328.167486,505378,1540,0.236307,0,21.672488,21.702858,1,50.029842,Normal
19.1,24.39,473979,19,22,cbr,1000,-------,40,2123,6250,6250000,clien-19,Switch2,41.984,41.984,41.99408,0,124.940628,124941,1000,0.059605,0.0016,41.984,42.01584,25,75.02376,Normal
24.2,2,203613,23,21,ack,55,-------,3,6348,16091,885005,Router,Switch1,20.395532,20.395532,20.405536,0,328.26412,18054.5,55,0.00844,0,20.385529,20.415539,1.030022,50.048477,Normal
24.14,14,528068,22,14,ack,55,-------,15,14815,16103,885665,Switch2,clien-14,46.153403,46.153403,46.163407,0,328.432001,18063.8,55,0.008446,0,46.133397,46.163407,1.030038,50.059974,Normal
9,24.9,372532,21,23,tcp,1540,-------,10,10895,16085,24770900,Switch1,Router,34.213114,34.213114,34.223238,0,328.063862,505218,1540,0.236234,0,34.202991,34.233361,1,50.030088,Normal
24.6,6,433516,24,23,ack,55,-------,7,12425,16091,885005,server1,Router,38.880626,38.880626,38.890629,0,328.19309,18050.6,55,0.00844,0,38.880626,38.910635,1.030048,50.059112,Normal
24.15,15,421876,24,23,ack,55,-------,16,12132,16092,885060,server1,Router,37.989877,37.989877,37.99988,0,328.206042,18051.3,55,0.008441,0,37.989877,38.019886,1.030045,50.060221,Normal
24.12,12,297464,24,23,ack,55,-------,13,9008,16103,885665,server1,Router,28.445128,28.445128,28.455131,0,328.491596,18067,55,0.008446,0,28.445128,28.475138,1.030026,50.051067,Normal
8,24.8,196323,23,24,tcp,1540,-------,9,6128,16088,24775500,Router,server1,19.717022,19.717022,19.727145,0,328.11323,505294,1540,0.236278,0,19.696776,19.727145,1,50.031854,Normal
14,24.14,383638,22,23,tcp,1540,-------,15,11185,16103,24798600,Switch2,Router,35.065029,35.065029,35.075153,0,328.431807,505785,1540,0.236498,0,35.054906,35.085276,1,50.029965,Normal
24.1,10,401341,22,10,ack,55,-------,11,11629,16103,885665,Switch2,clien-10,36.4331,36.4331,36.443103,0,328.561918,18070.9,55,0.008446,0,36.413094,36.443103,1.030013,50.040562,Normal
24.6,6,499788,23,21,ack,55,-------,7,14098,16091,885005,Router,Switch1,43.975012,43.975012,43.985015,0,328.19309,18050.6,55,0.00844,0,43.965009,43.995018,1.030048,50.059112,Normal
2,24.2,366568,23,24,tcp,1540,-------,3,10751,16091,24780100,Router,server1,33.765862,33.767155,33.777278,0.001293,328.26404,505526,1540,0.236321,0.001846,33.745062,33.777278,1,50.018467,Normal
6,24.6,71708,21,23,tcp,1540,-------,7,2235,16091,24780100,Switch1,Router,7.972714,7.972714,7.982837,0,328.192835,505416,1540,0.236321,0,7.96259,7.99296,1,50.029102,Normal
7,24.7,350993,21,23,tcp,1540,-------,8,10357,16090,24778600,Switch1,Router,32.561604,32.561604,32.571727,0,328.167486,505378,1540,0.236307,0,32.551481,32.58185,1,50.029842,Normal
2,24.2,114507,21,23,tcp,1540,-------,3,3571,16091,24780100,Switch1,Router,12.005184,12.005184,12.015307,0,328.26404,505526,1540,0.236321,0,11.995061,12.02543,1,50.018467,Normal
18.1,24.38,635961,18,22,cbr,1000,-------,39,5970,6250,6250000,clien-18,Switch2,72.76,72.76,72.77008,0,124.941028,124941,1000,0.059605,0.00136,72.76,72.7916,25,75.0236,Normal
1.1,24.21,540189,1,21,cbr,1000,-------,22,2758,6250,6250000,clien-1,Switch1,47.064,47.064,47.07408,0,124.944025,124944,1000,0.059605,0.000335,47.064,47.094575,25,75.0224,Normal
24.4,4,164478,21,4,ack,55,-------,5,5123,16091,885005,Switch1,clien-4,16.722155,16.722155,16.732158,0,328.218006,18052,55,0.00844,0,16.702148,16.732158,1.030035,50.055377,Normal
7,24.7,333070,21,23,tcp,1540,-------,8,9903,16090,24778600,Switch1,Router,31.18559,31.18559,31.195714,0,328.167486,505378,1540,0.236307,0,31.175467,31.205837,1,50.029842,Normal
0.1,24.2,415346,23,24,cbr,1000,-------,21,1561,6250,6250000,Router,server1,37.50816,37.508225,37.518305,0.000065,124.944425,124944,1000,0.059605,0.000065,37.488,37.518305,25,75.02224,Normal
14,24.14,121123,14,22,tcp,1540,-------,15,3784,16103,24798600,clien-14,Switch2,12.621522,12.621522,12.631645,0,328.431807,505785,1540,0.236498,0,12.621522,12.651891,1,50.029965,Normal
3,24.3,434942,23,24,tcp,1540,-------,4,12479,16091,24780100,Router,server1,39.01109,39.01109,39.021213,0,328.240918,505490,1540,0.236321,0,38.990843,39.021213,1,50.02192,Normal
2,24.2,485717,21,23,tcp,1540,-------,3,13756,16091,24780100,Switch1,Router,42.897014,42.897014,42.907138,0,328.26404,505526,1540,0.236321,0,42.886891,42.917261,1,50.018467,Normal
24.9,9,61834,23,21,ack,55,-------,10,1911,16085,884675,Router,Switch1,7.043426,7.043426,7.053429,0,328.064183,18043.5,55,0.008437,0,7.033422,7.063432,1.030058,50.060098,Normal
24.12,12,419667,23,22,ack,55,-------,13,12089,16103,885665,Router,Switch2,37.828615,37.828615,37.838618,0,328.491596,18067,55,0.008446,0,37.818611,37.848621,1.030026,50.051067,Normal
24.15,15,192688,23,22,ack,55,-------,16,6010,16092,885060,Router,Switch2,19.367632,19.367632,19.377635,0,328.206042,18051.3,55,0.008441,0,19.357628,19.387638,1.030045,50.060221,Normal
24,0,111555,24,23,ack,55,-------,1,3477,16091,885005,server1,Router,11.718853,11.718853,11.728856,0,328.316229,18057.4,55,0.00844,0,11.718853,11.748862,1.03001,50.040685,Normal
12.1,24.32,443524,12,22,cbr,1000,-------,33,1831,6250,6250000,clien-12,Switch2,39.648,39.648,39.65808,0,124.943426,124943,1000,0.059605,0.000463,39.648,39.678703,25,75.02264,Normal
6,24.6,512900,21,23,tcp,1540,-------,7,14437,16091,24780100,Switch1,Router,44.980578,44.980578,44.990701,0,328.192835,505416,1540,0.236321,0.00043,44.970454,45.001255,1,50.029102,Normal
12.1,24.32,278964,23,24,cbr,1000,-------,33,253,6250,6250000,Router,server1,27.04432,27.04455,27.05463,0.00023,124.943426,124943,1000,0.059605,0.00039,27.024,27.05463,25,75.02264,Normal
9,24.9,338733,9,21,tcp,1540,-------,10,10050,16085,24770900,clien-9,Switch1,31.608234,31.608234,31.618357,0,328.063862,505218,1540,0.236234,0.001601,31.608234,31.640204,1,50.030088,Normal
10,24.1,452809,22,23,tcp,1540,-------,11,12942,16103,24798600,Switch2,Router,40.370544,40.371098,40.381221,0.000554,328.561898,505985,1540,0.236498,0.0016,40.360421,40.392391,1,50.010552,Normal
24.5,5,108091,23,21,ack,55,-------,6,3366,16091,885005,Router,Switch1,11.400707,11.400707,11.41071,0,328.204851,18051.3,55,0.00844,0,11.390704,11.420714,1.030042,50.057349,Normal
0.2,24.42,29178,23,24,cbr,1500,-------,21,1117,9108,13662000,router,server1,28.229983,28.230583,28.240703,0.0006,1016.54917,1524820,1500,0.130291,0.03156,28.209143,28.240703,1,9.959724,UDP-Flood
13,24.13,454240,22,23,tcp,1540,-------,14,12969,16103,24798600,Switch2,Router,40.480834,40.480834,40.490957,0,328.460131,505828,1540,0.236498,0,40.470711,40.50108,1,50.025737,Normal
12,24.12,384771,23,24,tcp,1540,-------,13,11215,16103,24798600,Router,server1,35.162363,35.162363,35.172486,0,328.491489,505876,1540,0.236498,0,35.142117,35.172486,1,50.021057,Normal
7,24.7,464927,21,23,tcp,1540,-------,8,13229,16090,24778600,Switch1,Router,41.299979,41.300286,41.31041,0.000307,328.167486,505378,1540,0.236307,0.001723,41.289856,41.321949,1,50.029842,Normal
2,24.2,105797,23,24,tcp,1540,-------,3,3305,16091,24780100,Router,server1,11.196733,11.196733,11.206856,0,328.26404,505526,1540,0.236321,0,11.176486,11.206856,1,50.018467,Normal
14,24.14,348454,14,22,tcp,1540,-------,15,10300,16103,24798600,clien-14,Switch2,32.355818,32.355818,32.365942,0,328.431807,505785,1540,0.236498,0.000123,32.355818,32.386311,1,50.029965,Normal
18.1,24.38,593576,18,22,cbr,1000,-------,39,3866,6250,6250000,clien-18,Switch2,55.928,55.928,55.93808,0,124.941028,124941,1000,0.059605,0.00136,55.928,55.9596,25,75.0236,Normal
24.8,8,64567,21,8,ack,55,-------,9,2006,16088,884840,Switch1,clien-8,7.307758,7.307758,7.317762,0,328.113525,18046.2,55,0.008438,0,7.287752,7.317762,1.030054,50.061864,Normal
4,24.4,337343,4,21,tcp,1540,-------,5,10018,16091,24780100,clien-4,Switch1,31.503222,31.503222,31.513346,0,328.217832,505455,1540,0.236321,0,31.503222,31.533592,1,50.025368,Normal
3,24.3,91712,3,21,tcp,1540,-------,4,2867,16091,24780100,clien-3,Switch1,9.849253,9.849253,9.859376,0,328.240918,505490,1540,0.236321,0,9.849253,9.879622,1,50.02192,Normal
24.13,13,535886,23,22,ack,55,-------,14,15011,16103,885665,Router,Switch2,46.743277,46.743277,46.75328,0,328.460278,18065.3,55,0.008446,0,46.733274,46.763283,1.030032,50.055747,Normal
16,24.18,13938,22,23,ping,65535,-------,0,-1,210,13762400,switch2,router,14.015243,14.0467,14.061942,0.031457,23.041765,1510050,65535.2,0.131248,0.113885,14,14.113885,0,9.113885,Smurf
13.2,24.55,11476,23,24,cbr,1500,-------,34,441,9108,13662000,router,server1,11.701377,11.703777,11.713897,0.0024,1016.443439,1524670,1500,0.130291,0.03504,11.678857,11.713897,1,9.960656,UDP-Flood
9,24.9,18090,23,24,tcp,1540,-------,10,566,16085,24770900,Router,server1,2.930819,2.930819,2.940942,0,328.063862,505218,1540,0.236234,0,2.910573,2.940942,1,50.030088,Normal
0.1,24.2,580595,0,21,cbr,1000,-------,21,3221,6250,6250000,clien-0,Switch1,50.768,50.768,50.77808,0,124.944425,124944,1000,0.059605,0,50.768,50.79824,25,75.02224,Normal
14,24.14,473775,22,23,tcp,1540,-------,15,13456,16103,24798600,Switch2,Router,41.978234,41.97888,41.989003,0.000646,328.431807,505785,1540,0.236498,0.00152,41.96811,42,1,50.029965,UDP-Flood
19.1,24.39,604672,22,23,cbr,1000,-------,40,4416,6250,6250000,Switch2,Router,60.33808,60.3388,60.34888,0.00072,124.940628,124941,1000,0.059605,0.00152,60.328,60.35976,25,75.02376,Normal
24.6,6,88250,23,21,ack,55,-------,7,2749,16091,885005,Router,Switch1,9.531046,9.531046,9.54105,0,328.19309,18050.6,55,0.00844,0,9.521043,9.551053,1.030048,50.059112,Normal
24.1,1,531815,24,23,ack,55,-------,2,14910,16091,885005,server1,Router,46.42128,46.42128,46.431283,0,328.297902,18056.4,55,0.00844,0,46.42128,46.45129,1.030016,50.043427,Normal
4,24.4,130181,21,23,tcp,1540,-------,5,4066,16091,24780100,Switch1,Router,13.482874,13.482874,13.492997,0,328.217832,505455,1540,0.236321,0.000039,13.472751,13.50316,1,50.025368,Normal
2,24.2,320289,2,21,tcp,1540,-------,3,9586,16091,24780100,clien-2,Switch1,30.192828,30.192828,30.202951,0,328.26404,505526,1540,0.236321,0.0016,30.192828,30.224797,1,50.018467,Normal
5,24.5,529529,21,23,tcp,1540,-------,6,14857,16091,24780100,Switch1,Router,46.256445,46.256445,46.266568,0,328.204637,505434,1540,0.236321,0,46.246322,46.276691,1,50.027339,Normal
3,24.3,529423,23,24,tcp,1540,-------,4,14852,16091,24780100,Router,server1,46.258114,46.258114,46.268237,0,328.240918,505490,1540,0.236321,0,46.237867,46.268237,1,50.02192,Normal
4,24.4,385762,4,21,tcp,1540,-------,5,11238,16091,24780100,clien-4,Switch1,35.216538,35.216538,35.226661,0,328.217832,505455,1540,0.236321,0.001599,35.216538,35.248507,1,50.025368,Normal
10,24.1,572624,10,22,tcp,1540,-------,11,15957,16103,24798600,clien-10,Switch2,49.55071,49.55071,49.560834,0,328.561898,505985,1540,0.236498,0,49.55071,49.58108,1,50.010552,Normal
24.5,5,231671,24,23,ack,55,-------,6,7217,16091,885005,server1,Router,23.02541,23.02541,23.035413,0,328.204851,18051.3,55,0.00844,0,23.02541,23.055419,1.030042,50.057349,Normal
16.1,24.36,366437,16,22,cbr,1000,-------,37,1092,6250,6250000,clien-16,Switch2,33.736,33.736,33.74608,0,124.941827,124942,1000,0.059605,0.001037,33.736,33.767277,25,75.02328,Normal
11.1,24.31,435590,11,22,cbr,1000,-------,32,1755,6250,6250000,clien-11,Switch2,39.04,39.04,39.05008,0,124.943825,124944,1000,0.059605,0.000261,39.04,39.070501,25,75.02248,Normal
24.3,3,17032,23,21,ack,55,-------,4,526,16091,885005,Router,Switch1,2.824027,2.824027,2.83403,0,328.241051,18053.3,55,0.00844,0,2.814024,2.844034,1.030029,50.051929,Normal
8,24.8,570188,23,24,tcp,1540,-------,9,15879,16088,24775500,Router,server1,49.382651,49.383293,49.393416,0.000642,328.11323,505294,1540,0.236278,0.000642,49.362405,49.393416,1,50.031854,Normal
24.13,13,558124,24,23,ack,55,-------,14,15577,16103,885665,server1,Router,48.438402,48.438402,48.448405,0,328.460278,18065.3,55,0.008446,0,48.438402,48.468411,1.030032,50.055747,Normal
24.5,5,190629,21,5,ack,55,-------,6,5941,16091,885005,Switch1,clien-5,19.182133,19.182133,19.192136,0,328.204851,18051.3,55,0.00844,0,19.162126,19.192136,1.030042,50.057349,Normal
4,24.4,384654,23,24,tcp,1540,-------,5,11209,16091,24780100,Router,server1,35.152389,35.152773,35.162897,0.000384,328.217832,505455,1540,0.236321,0.000384,35.132142,35.162897,1,50.025368,Normal
14.1,24.34,448110,22,23,cbr,1000,-------,35,1875,6250,6250000,Switch2,Router,40.01008,40.0104,40.02048,0.00032,124.942626,124943,1000,0.059605,0.000736,40,40.030976,25,75.02296,Normal
20,25,602465,21,23,tcp,55,-------,0,2280,621,34155,Switch1,Router,59.48252,59.48288,59.492883,0.00036,8.323385,457.786,55,0.000326,0.00036,59.45188,59.523523,1.201267,75.810335,Normal
24.12,12,238164,24,23,ack,55,-------,13,7430,16103,885665,server1,Router,23.638195,23.638195,23.648198,0,328.491596,18067,55,0.008446,0,23.638195,23.668205,1.030026,50.051067,Normal
24.7,7,17564,21,7,ack,55,-------,8,540,16090,884950,Switch1,clien-7,2.883691,2.883691,2.893694,0,328.167767,18049.2,55,0.00844,0,2.863685,2.893694,1.030051,50.059851,Normal
3.1,24.23,606803,21,23,cbr,1000,-------,24,4523,6250,6250000,Switch1,Router,61.19408,61.19432,61.2044,0.00024,124.943226,124943,1000,0.059605,0.00048,61.184,61.21472,25,75.02272,Normal
24.1,10,391281,23,22,ack,55,-------,11,11375,16103,885665,Router,Switch2,35.650026,35.650026,35.66003,0,328.561918,18070.9,55,0.008446,0,35.640023,35.670033,1.030013,50.040562,Normal
5,24.5,379492,23,24,tcp,1540,-------,6,11082,16091,24780100,Router,server1,34.757126,34.758109,34.768233,0.000983,328.204637,505434,1540,0.236321,0.0016,34.736263,34.768233,1,50.027339,Normal
13,24.13,230794,13,22,tcp,1540,-------,14,7207,16103,24798600,clien-13,Switch2,22.945379,22.945379,22.955502,0,328.460131,505828,1540,0.236498,0,22.945379,22.975749,1,50.025737,Normal
24.13,13,77212,23,22,ack,55,-------,14,2405,16103,885665,Router,Switch2,8.493635,8.493635,8.503638,0,328.460278,18065.3,55,0.008446,0,8.483632,8.513642,1.030032,50.055747,Normal
24.14,14,50212,22,14,ack,55,-------,15,1557,16103,885665,Switch2,clien-14,5.954776,5.954776,5.964779,0,328.432001,18063.8,55,0.008446,0,5.93477,5.964779,1.030038,50.059974,Normal
20,25,67640,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,64.168445,64.168445,64.199085,0,94.7212,5209.67,55,0.003716,0.071283,64.168445,64.239728,1.201267,75.999728,SIDDOS
24.9,9,451871,24,23,ack,55,-------,10,12885,16085,884675,server1,Router,40.28815,40.28815,40.298154,0,328.064183,18043.5,55,0.008437,0,40.28815,40.31816,1.030058,50.060098,Normal
24.7,7,278402,23,21,ack,55,-------,8,8516,16090,884950,Router,Switch1,26.991907,26.991907,27.00191,0,328.167767,18049.2,55,0.00844,0,26.981904,27.011914,1.030051,50.059851,Normal
14,24.14,480887,22,23,tcp,1540,-------,15,13636,16103,24798600,Switch2,Router,42.524538,42.524538,42.534661,0,328.431807,505785,1540,0.236498,0.000848,42.514415,42.545632,1,50.029965,Normal
24.15,15,392583,24,23,ack,55,-------,16,11399,16092,885060,server1,Router,35.741021,35.741021,35.751024,0,328.206042,18051.3,55,0.008441,0,35.741021,35.77103,1.030045,50.060221,Normal
5,24.5,173189,5,21,tcp,1540,-------,6,5410,16091,24780100,clien-5,Switch1,17.520784,17.520784,17.530907,0,328.204637,505434,1540,0.236321,0.000123,17.520784,17.551276,1,50.027339,Normal
11,24.11,578266,22,23,tcp,1540,-------,12,16099,16103,24798600,Switch2,Router,49.993787,49.993787,50.00391,0,328.522879,505925,1540,0.236498,0,49.983664,50.014034,1,50.016373,Normal
14.1,24.34,357069,22,23,cbr,1000,-------,35,1002,6250,6250000,Switch2,Router,33.02608,33.0264,33.03648,0.00032,124.942626,124943,1000,0.059605,0.000732,33.016,33.046972,25,75.02296,Normal
24.6,6,109195,21,6,ack,55,-------,7,3392,16091,885005,Switch1,clien-6,11.514467,11.514467,11.52447,0,328.19309,18050.6,55,0.00844,0,11.494461,11.52447,1.030048,50.059112,Normal
13,24.13,542331,23,24,tcp,1540,-------,14,15186,16103,24798600,Router,server1,47.246899,47.247438,47.257562,0.000539,328.460131,505828,1540,0.236498,0.000539,47.226653,47.257562,1,50.025737,Normal
16.1,24.36,640897,22,23,cbr,1000,-------,37,6215,6250,6250000,Switch2,Router,74.73008,74.73056,74.74064,0.00048,124.941827,124942,1000,0.059605,0.00104,74.72,74.75128,25,75.02328,Normal
8,24.8,93525,23,24,tcp,1540,-------,9,2917,16088,24775500,Router,server1,10.04115,10.04115,10.051274,0,328.11323,505294,1540,0.236278,0,10.020904,10.051274,1,50.031854,Normal
24.13,13,227766,22,13,ack,55,-------,14,7095,16103,885665,Switch2,clien-13,22.676488,22.676488,22.686491,0,328.460278,18065.3,55,0.008446,0,22.656482,22.686491,1.030032,50.055747,Normal
10,24.1,269172,23,24,tcp,1540,-------,11,8303,16103,24798600,Router,server1,26.293126,26.294099,26.304222,0.000973,328.561898,505985,1540,0.236498,0.0016,26.272253,26.304222,1,50.010552,Normal
10,24.1,15706,22,23,tcp,1540,-------,11,492,16103,24798600,Switch2,Router,2.70075,2.70075,2.710874,0,328.561898,505985,1540,0.236498,0,2.690627,2.720997,1,50.010552,Normal
7.2,24.49,76557,7,21,cbr,1500,-------,28,3090,9588,14382000,client-7,switch1,72.575429,72.575669,72.585789,0.00024,1066.08599,1599130,1500,0.137157,0.03096,72.575429,72.606389,1,9.993646,UDP-Flood
11,24.11,452047,23,24,tcp,1540,-------,12,12915,16103,24798600,Router,server1,40.322944,40.322944,40.333067,0,328.522879,505925,1540,0.236498,0,40.302698,40.333067,1,50.016373,Normal
24.2,2,325734,21,2,ack,55,-------,3,9714,16091,885005,Switch1,clien-2,30.630601,30.630601,30.640604,0,328.26412,18054.5,55,0.00844,0,30.610594,30.640604,1.030022,50.048477,Normal
24.4,4,154042,23,21,ack,55,-------,5,4799,16091,885005,Router,Switch1,15.726898,15.726898,15.736901,0,328.218006,18052,55,0.00844,0,15.716895,15.746905,1.030035,50.055377,Normal
12,24.12,108273,12,22,tcp,1540,-------,13,3384,16103,24798600,clien-12,Switch2,11.409133,11.409133,11.419256,0,328.491489,505876,1540,0.236498,0,11.409133,11.439502,1,50.021057,Normal
6,24.6,140302,23,24,tcp,1540,-------,7,4380,16091,24780100,Router,server1,14.444599,14.444599,14.454722,0,328.192835,505416,1540,0.236321,0,14.424353,14.454722,1,50.029102,Normal
5,24.5,362827,23,24,tcp,1540,-------,6,10661,16091,24780100,Router,server1,33.478732,33.478732,33.488855,0,328.204637,505434,1540,0.236321,0,33.458485,33.488855,1,50.027339,Normal
6,24.6,207207,23,24,tcp,1540,-------,7,6469,16091,24780100,Router,server1,20.741887,20.741887,20.752011,0,328.192835,505416,1540,0.236321,0,20.721641,20.752011,1,50.029102,Normal
2.1,24.22,494186,23,24,cbr,1000,-------,23,2317,6250,6250000,Router,server1,43.55637,43.556653,43.566733,0.000283,124.943625,124944,1000,0.059605,0.000493,43.536,43.566733,25,75.02256,Normal
24,0,85560,21,0,ack,55,-------,1,2666,16091,885005,Switch1,clien-0,9.290909,9.290909,9.300912,0,328.316229,18057.4,55,0.00844,0,9.270902,9.300912,1.03001,50.040685,Normal
13.1,24.33,503264,22,23,cbr,1000,-------,34,2404,6250,6250000,Switch2,Router,44.24208,44.24235,44.25243,0.00027,124.943026,124943,1000,0.059605,0.000634,44.232,44.262874,25,75.0228,Normal
17.1,24.37,397625,22,23,cbr,1000,-------,38,1391,6250,6250000,Switch2,Router,36.13808,36.13864,36.14872,0.00056,124.941427,124941,1000,0.059605,0.001238,36.128,36.159478,25,75.02344,Normal
8.1,24.28,486054,21,23,cbr,1000,-------,29,2239,6250,6250000,Switch1,Router,42.92208,42.92272,42.9328,0.00064,124.941228,124941,1000,0.059605,0.0014,42.912,42.94364,25,75.02352,Normal
4.2,24.46,70850,23,24,cbr,1500,-------,25,2990,10050,15075000,router,server1,67.14466,67.14802,67.15814,0.00336,1118.27935,1677420,1500,0.143766,0.036426,67.121714,67.15814,1,9.987021,UDP-Flood
